mol_smi,bbs_smi
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(Cl)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)F)c1
CC(C)Oc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(Cl)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OC(C)C.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)F)c1
COc1ccnc(OC)c1[C@@H]1CCCC(=O)N1Cc1ccc2nc(C)sc2c1,[*]c1c(OC)ccnc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1ccc2nc(C)sc2c1
CCOc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccccc1OC(F)(F)F,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccccc1OC(F)(F)F
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1cccc(OCC(F)(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OCC(F)(F)F)c1
CCOc1ccc(F)c(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OCC)ccc(F)c1F.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(F)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)F)c1
O=C1[C@@H](F)C[C@@H](c2cccc3c2OCCO3)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1cccc2c1OCCO2.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1CCCC[C@@H](c2ccccc2-c2cncnc2)N1Cc1cccc(-c2nccs2)c1,[*]c1ccccc1-c1cncnc1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1cccc(-c2nccs2)c1
CCOc1ccc(F)c(F)c1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OCC)ccc(F)c1F.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CCOc1cc(F)cc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cc(F)cc1OCC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CCOc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(Cl)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)F)c1
CCOc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccccc1OC(F)(F)F,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccccc1OC(F)(F)F
COc1ccccc1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cncc(OC)c1[C@@H]1CCCC(=O)N1Cc1cccc(-n2cccn2)n1,[*]c1c(OC)cncc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-n2cccn2)n1
CCOc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OCC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(Cl)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)F)c1
CCOc1cc(F)ccc1[C@@H]1C[C@@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccc(F)cc1OCC.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
CC(C)Oc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OC(C)C.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
COc1cccc(OC)c1[C@@H]1CCC(=O)N1Cc1nc2ccccc2s1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1nc2ccccc2s1
O=C1[C@H](O)C[C@@H](c2cccc3c2OCCO3)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1cccc2c1OCCO2.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1[C@H](O)C[C@@H](c2c(O)cccc2F)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(O)cccc1F.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
CC(C)Oc1cccc(F)c1[C@@H]1CC(=O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1OC(C)C.[*][C@]1([H])CC(=O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
Cc1nc2ccc(CN3C(=O)CCCC[C@H]3c3ccccc3-n3cccn3)cc2s1,[*]c1ccccc1-n1cccn1.[*][C@]1([H])CCCCC(=O)N1[*].[*]Cc1ccc2nc(C)sc2c1
COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(F)c(OC(F)(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)F)c1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCC(F)F)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OCC(F)F.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
COc1ccc(F)c(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)ccc(F)c1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1[C@H](Cl)C[C@@H](c2c(F)cccc2F)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1F.[*][C@]1([H])C[C@@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1cccc(OC(F)(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)F)c1
CCOc1cc(F)ccc1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1ccc(F)cc1OCC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1ncnc(OC)c1[C@@H]1CCCC(=O)N1Cc1csc(-c2ccccc2)n1,[*]c1c(OC)ncnc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1csc(-c2ccccc2)n1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2F)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1F.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(OC)c1[C@@H]1[C@H](O)CC(=O)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(OC)cccc1OC.[*][C@@]1([H])N([*])C(=O)C[C@@]1([H])O.[*]Cc1ccc(OC(F)(F)F)cc1
COc1ncnc(O)c1[C@@H]1CCCC(=O)N1Cc1cccc(-c2csc(C)n2)c1,[*]c1c(O)ncnc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2csc(C)n2)c1
COc1ncnc(O)c1[C@@H]1CCCC(=O)N1Cc1csc(-c2ccccc2)n1,[*]c1c(O)ncnc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1csc(-c2ccccc2)n1
COc1ncnc(O)c1[C@@H]1CCCC(=O)N1Cc1cccc(-c2ccccc2)c1,[*]c1c(O)ncnc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1cccc(-c2ccccc2)c1
COc1cccc(OC)c1[C@@H]1CCCC(=O)N1Cc1csc(C)n1,[*]c1c(OC)cccc1OC.[*][C@]1([H])CCCC(=O)N1[*].[*]Cc1csc(C)n1
O=C1[C@@H](Cl)C[C@@H](c2c(F)cccc2F)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1F.[*][C@]1([H])C[C@]([H])(Cl)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
O=C1[C@@H](F)C[C@@H](c2c(F)cccc2F)N1Cc1ccc(OC(F)(F)F)cc1,[*]c1c(F)cccc1F.[*][C@]1([H])C[C@]([H])(F)C(=O)N1[*].[*]Cc1ccc(OC(F)(F)F)cc1
COc1cccc(OC(F)F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(OC)cccc1OC(F)F.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
COc1cccc(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1cccc(-c2ncc(C)s2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(-c2ncc(C)s2)c1
COc1cccc(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2oc3sc(C)nc3c2c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3sc(C)nc3c2c1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
COc1cc(F)cc(OCCF)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(OC)cc(F)cc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
COc1cccc(OCC(F)F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(OC)cccc1OCC(F)F.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(F)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)C(F)F)c1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1cccc(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)C(F)F)c1
COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1
COc1cc(F)cc(OCC(F)F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(OC)cc(F)cc1OCC(F)F.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
COc1cccc(OC)c1[C@H]1CCCC(=O)N1Cc1ccc2ccccc2n1,[*]c1c(OC)cccc1OC.[*][C@@]1([H])CCCC(=O)N1[*].[*]Cc1ccc2ccccc2n1
O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(Cl)c(OCC(F)(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OCC(F)(F)F)c1
COc1cc(F)cc(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(OC)cc(F)cc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
COc1cccc(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccnc(-c2nc(C)cs2)c1,[*]c1c(OC)cccc1OC.[*][C@]1([H])C[C@@]([H])(O)C(=O)N1[*].[*]Cc1ccnc(-c2nc(C)cs2)c1
COc1cc(F)cc(OCCF)c1[C@H]1C[C@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(OC)cc(F)cc1OCCF.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
COc1cc(F)cc(OC)c1[C@H]1C[C@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(OC)cc(F)cc1OC.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
COc1cc(F)cc(OCC(F)F)c1[C@H]1C[C@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(OC)cc(F)cc1OCC(F)F.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
COc1cccc(OCC(F)F)c1[C@H]1C[C@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(OC)cccc1OCC(F)F.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
COc1cccc(OC)c1[C@H]1C[C@H](O)C(=O)N1Cc1ccnc(-c2nc(C)cs2)c1,[*]c1c(OC)cccc1OC.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccnc(-c2nc(C)cs2)c1
COc1cccc(OC)c1[C@H]1C[C@H](O)C(=O)N1Cc1ccc2oc3sc(C)nc3c2c1,[*]c1c(OC)cccc1OC.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3sc(C)nc3c2c1
COc1cccc(OC(F)F)c1[C@H]1C[C@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(OC)cccc1OC(F)F.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
O=C1[C@@H](O)C[C@H](c2c(F)cccc2OCCF)N1Cc1ccc(Cl)c(OCC(F)(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OCC(F)(F)F)c1
O=C1[C@@H](O)C[C@H](c2c(F)cccc2OCCF)N1Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1
COc1cccc(F)c1[C@H]1C[C@H](O)C(=O)N1Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OC.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccc(Cl)c(OC(F)(F)C(F)F)c1
COc1cccc(OC)c1[C@H]1C[C@H](O)C(=O)N1Cc1cccc(-c2ncc(C)s2)c1,[*]c1c(OC)cccc1OC.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1cccc(-c2ncc(C)s2)c1
COc1cccc(F)c1[C@H]1C[C@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(F)cccc1OC.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
O=C1[C@@H](O)C[C@H](c2c(F)cccc2OCCF)N1Cc1ccc(F)c(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccc(F)c(OC(F)(F)C(F)F)c1
Cc1ccc(-n2nccn2)c(CN2C(=O)CC[C@H]2c2nc(-c3ccccc3)no2)c1,[*]c1nc(-c2ccccc2)no1.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1cc(C)ccc1-n1nccn1
O=C1[C@@H](O)C[C@H](c2c(F)cccc2OCCF)N1Cc1cccc(OC(F)(F)C(F)F)c1,[*]c1c(F)cccc1OCCF.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1cccc(OC(F)(F)C(F)F)c1
COc1c(F)cccc1-c1noc([C@@H]2CCC(=O)N2Cc2cc(C)ccc2-n2nccn2)n1,[*]c1nc(-c2cccc(F)c2OC)no1.[*][C@]1([H])CCC(=O)N1[*].[*]Cc1cc(C)ccc1-n1nccn1
O=C1[C@@H](O)C[C@H](c2c(F)cccc2OCCF)N1Cc1ccc2oc3ccccc3c2c1,[*]c1c(F)cccc1OCCF.[*][C@@]1([H])C[C@]([H])(O)C(=O)N1[*].[*]Cc1ccc2oc3ccccc3c2c1
